kategori,pertanyaan
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'khusus', 'yang', 'perlu', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'efek', 'samping', 'dari', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['efek', 'samping', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'efek', 'samping', 'dari', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['ken', 'tahu', 'efek', 'samping', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apasih', 'efek', 'samping', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['efek', 'samping', 'dari', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['efek', 'dari', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['tensibot', 'apa', 'efek', 'samping', 'dari', 'obat', 'hidroclorthiazide']"
about_Hidroclorthiazide,"['apa', 'efek', 'samping', 'umum', 'yang', 'dapat', 'timbul', 'oleh', 'hidroklortiazid']"
about_Hidroclorthiazide,"['apakah', 'dapat', 'risiko', 'dehidrasi', 'akibat', 'guna', 'hidroklortiazid']"
about_Hidroclorthiazide,"['kalau', 'minum', 'hidroklortiazid', 'apa', 'efek', 'sampingya']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'siap', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['bagaimana', 'langkah', 'khusus', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'ingat', 'atau', 'langkah', 'penting', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'langkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['bagaimana', 'tata', 'cara', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'khusus', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'langkahlangkah', 'khusus', 'yang', 'harus', 'laku', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'langkahlangkah', 'khusus', 'yang', 'harus', 'laku', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']"
about_Hidroclorthiazide,"['apakah', 'ada', 'instruksi', 'khusus', 'yang', 'perlu', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']"
about_Catopril,"['captopril', 'itu', 'apa']"
about_Catopril,"['mau', 'tahu', 'captopril', 'itu', 'apa']"
about_Catopril,"['apasih', 'itu', 'captopril']"
about_Catopril,"['wah', 'captopril', 'itu', 'apa', 'ya']"
about_Catopril,"['ceptropil', 'apa', 'tuh']"
about_Catopril,"['erti', 'captopril']"
about_Catopril,"['captopril', 'itu', 'apa']"
about_Catopril,"['apa', 'itu', 'captopril']"
about_Catopril,"['ken', 'tahu', 'captopril', 'itu', 'apa']"
about_Catopril,"['coba', 'jelasin', 'tentang', 'captopril']"
about_Catopril,"['tensibot', 'jelasin', 'tentang', 'captopril', 'dong']"
about_Catopril,"['aku', 'ken', 'tahu', 'apa', 'itu', 'captopril']"
about_Catopril,"['captopril', 'itu', 'apa', 'ya']"
about_Catopril,"['mau', 'nanya', 'captopril', 'itu', 'apa']"
about_Catopril,"['jelas', 'apa', 'itu', 'captopril']"
about_Catopril,"['apa', 'guna', 'dari', 'captopril']"
about_Catopril,"['captopril', 'guna', 'untuk', 'apa']"
about_Catopril,"['apa', 'manfaat', 'dari', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'kerja', 'captopril']"
about_Catopril,"['apa', 'mekanisme', 'kerja', 'captopril']"
about_Catopril,"['apa', 'indikasi', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'untuk', 'obat', 'kondisi', 'apa']"
about_Catopril,"['bagaimana', 'efek', 'captopril', 'dalam', 'tubuh']"
about_Catopril,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'captopril']"
about_Catopril,"['apakah', 'captopril', 'masuk', 'golong', 'obat', 'apa']"
about_Catopril,"['apa', 'saja', 'efek', 'samping', 'yang', 'mungkin', 'jadi', 'akibat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'untuk', 'atas', 'masalah', 'sehat', 'apa']"
about_Catopril,"['apa', 'saja', 'informasi', 'penting', 'putar', 'captopril']"
about_Catopril,"['apakah', 'captopril', 'milik', 'kontraindikasi', 'atau', 'larang', 'guna']"
about_Catopril,"['captopril', 'sering', 'guna', 'dalam', 'obat', 'kondisi', 'apa']"
about_Catopril,"['bagaimana', 'cara', 'guna', 'captopril', 'yang', 'tepat']"
about_Catopril,"['apa', 'saja', 'nama', 'merek', 'dagang', 'untuk', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'perlu', 'waspada', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'interaksi', 'obat', 'yang', 'perlu', 'hindar', 'saat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'dalam', 'obat', 'sakit', 'apa']"
about_Catopril,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'dosis', 'captopril', 'yang', 'tepat']"
about_Catopril,"['bagaimana', 'cara', 'simpan', 'yang', 'baik', 'untuk', 'captopril']"
about_Catopril,"['apakah', 'captopril', 'sedia', 'dalam', 'bentuk', 'obat', 'generik']"
about_Catopril,"['apa', 'saja', 'tunjuk', 'guna', 'captopril', 'yang', 'perlu', 'ikut']"
about_Catopril,"['captopril', 'guna', 'bagai', 'terapi', 'kombinasi', 'dengan', 'obat', 'apa']"
about_Catopril,"['bagaimana', 'cara', 'kerja', 'captopril', 'dalam', 'kendali', 'kondisi', 'tentu']"
about_Catopril,"['apa', 'saja', 'efek', 'terapeutik', 'yang', 'harap', 'dari', 'guna', 'captopril']"
about_Catopril,"['captopril', 'milik', 'kontraindikasi', 'pada', 'kondisi', 'sehat', 'apa']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'serius', 'yang', 'perlu', 'waspada', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'informasi', 'penting', 'yang', 'harus', 'tahu', 'belum', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'bagai', 'terapi', 'jangka', 'panjang', 'atau', 'pendek']"
about_Catopril,"['apa', 'saja', 'kelompok', 'pasien', 'yang', 'biasa', 'rekomendasi', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'kerja', 'captopril', 'dalam', 'kendali', 'tekan', 'darah', 'tinggi']"
about_Catopril,"['apa', 'saja', 'ingat', 'atau', 'tindak', 'cegah', 'yang', 'perlu', 'perhati', 'saat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'milik', 'efek', 'samping', 'yang', 'umum', 'atau', 'jarang', 'jadi']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'perlu', 'segera', 'lapor', 'telah', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'bagai', 'obat', 'jangka', 'pendek', 'atau', 'jangka', 'panjang']"
about_Catopril,"['apakah', 'ada', 'batas', 'guna', 'captopril', 'pada', 'kelompok', 'usia', 'tentu']"
about_Catopril,"['apa', 'saja', 'efek', 'terapeutik', 'yang', 'harap', 'dari', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'guna', 'captopril', 'yang', 'benar', 'dan', 'aman']"
about_Catopril,"['apakah', 'captopril', 'harus', 'konsumsi', 'dengan', 'makan', 'atau', 'pada', 'waktu', 'tentu']"
about_Catopril,"['apa', 'saja', 'efek', 'samping', 'yang', 'umum', 'jadi', 'saat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'sedia', 'dalam', 'bentuk', 'dosis', 'yang', 'beda', 'atau', 'hanya', 'dalam', 'satu', 'kuat']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'perlu', 'waspada', 'saat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'dalam', 'obat', 'sakit', 'jantung', 'atau', 'hipertensi']"
about_Catopril,"['apa', 'saja', 'instruksi', 'guna', 'captopril', 'yang', 'perlu', 'ikut', 'dengan', 'cermat']"
about_Catopril,"['apakah', 'captopril', 'masuk', 'obat', 'yang', 'perlu', 'resep', 'dokter']"
about_Catopril,"['captopril', 'guna', 'bagai', 'monoterapi', 'atau', 'terapi', 'kombinasi']"
about_Catopril,"['apa', 'saja', 'ingat', 'atau', 'tindak', 'cegah', 'yang', 'perlu', 'perhati', 'saat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'dalam', 'obat', 'sakit', 'ginjal', 'atau', 'gagal', 'jantung']"
about_Catopril,"['bagaimana', 'mekanisme', 'kerja', 'captopril', 'dalam', 'kurang', 'tekan', 'darah']"
about_Catopril,"['apakah', 'ada', 'tunjuk', 'khusus', 'dalam', 'guna', 'captopril', 'pada', 'pasien', 'tentu']"
about_Catopril,"['captopril', 'dapat', 'guna', 'bagai', 'obat', 'jangka', 'panjang', 'atau', 'hanya', 'sementara']"
about_Catopril,"['apa', 'saja', 'obatobatan', 'lain', 'yang', 'baik', 'hindar', 'saat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'guna', 'dalam', 'obat', 'sakit', 'diabetes', 'atau', 'kondisi', 'lain']"
about_Catopril,"['apa', 'saja', 'efek', 'samping', 'yang', 'perlu', 'perhati', 'saat', 'guna', 'captopril']"
about_Catopril,"['captopril', 'kontraindikasi', 'pada', 'pasien', 'dengan', 'kondisi', 'sehat', 'tentu', 'apa', 'saja', 'itu']"
about_Catopril,"['bagaimana', 'cara', 'kerja', 'captopril', 'dalam', 'kurang', 'gejala', 'sakit', 'tentu']"
about_Catopril,"['apakah', 'ada', 'interaksi', 'obat', 'yang', 'mungkin', 'jadi', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'ingat', 'utama', 'belum', 'konsumsi', 'captopril']"
about_Catopril,"['apakah', 'ada', 'kondisi', 'medis', 'tentu', 'yang', 'perlu', 'perhati', 'belum', 'guna', 'catopril']"
about_Catopril,"['apakah', 'captopril', 'dapat', 'sebab', 'reaksi', 'alergi']"
about_Catopril,"['bagaimana', 'cara', 'guna', 'captopril', 'yang', 'benar']"
about_Catopril,"['apakah', 'ada', 'yang', 'laku', 'konsumsi', 'catropil']"
about_Catopril,"['ada', 'yang', 'perlu', 'diinget', 'belum', 'minum', 'captopril']"
about_Catopril,"['bisa', 'gak', 'sih', 'alergi', 'sama', 'captopril']"
about_Catopril,"['kondisi', 'sehat', 'apa', 'yang', 'harus', 'diperhatiin', 'belum', 'minum', 'captopril']"
about_Catopril,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'captropil']"
about_Catopril,"['apasih', 'yang', 'harus', 'ikut', 'belum', 'konsumsi', 'captropil']"
about_Catopril,"['apa', 'saja', 'nih', 'yang', 'harus', 'laku', 'sbelum', 'konsumsi', 'captropil']"
about_Catopril,"['tensibot', 'apa', 'saja', 'ya', 'yang', 'harus', 'laku', 'agar', 'dapat', 'konsumsi', 'captropil']"
about_Catopril,"['apa', 'yang', 'harus', 'perhati', 'belum', 'konsumsi', 'captopril']"
about_Catopril,"['bagaimana', 'langkahlangkah', 'siap', 'belum', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'tunjuk', 'khusus', 'yang', 'harus', 'ikut', 'belum', 'konsumsi', 'captopril']"
about_Catopril,"['apakah', 'ada', 'ingat', 'atau', 'kontraindikasi', 'yang', 'perlu', 'perhati', 'belum', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'harus', 'tahu', 'tentang', 'guna', 'captopril', 'belum', 'mula']"
about_Catopril,"['apakah', 'ada', 'batas', 'atau', 'pantang', 'tentu', 'belum', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'ingat', 'belum', 'minum', 'captopril']"
about_Catopril,"['apakah', 'ada', 'interaksi', 'obat', 'atau', 'makan', 'yang', 'perlu', 'hindar', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'kondisi', 'medis', 'yang', 'harus', 'perhati', 'belum', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'guna', 'yang', 'benar', 'dan', 'aman', 'untuk', 'captopril']"
about_Catopril,"['apakah', 'ada', 'tes', 'atau', 'periksa', 'khusus', 'yang', 'harus', 'laku', 'belum', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'batas', 'usia', 'atau', 'kondisi', 'sehat', 'tentu', 'yang', 'pengaruh', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'potensi', 'reaksi', 'alergi', 'hadap', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'nali', 'tandatanda', 'reaksi', 'alergi', 'hadap', 'captopril']"
about_Catopril,"['apakah', 'ada', 'riwayat', 'alergi', 'atau', 'hipersensitivitas', 'yang', 'perlu', 'lapor', 'belum', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'timbang', 'penting', 'belum', 'konsumsi', 'captopril']"
about_Catopril,"['apa', 'yang', 'harus', 'laku', 'untuk', 'pasti', 'guna', 'yang', 'aman', 'dan', 'efektif', 'dari', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'guna', 'captopril', 'dengan', 'benar', 'sesuai', 'tunjuk', 'dokter']"
about_Catopril,"['apakah', 'ada', 'saran', 'khusus', 'belum', 'konsumsi', 'captopril']"
about_Catopril,"['apa', 'yang', 'harus', 'hindar', 'belum', 'atau', 'lama', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'batas', 'atau', 'syarat', 'khusus', 'belum', 'mulai', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'harus', 'laku', 'jika', 'jadi', 'efek', 'samping', 'atau', 'reaksi', 'yang', 'tidak', 'ingin', 'telah', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'rekomendasi', 'diet', 'atau', 'gaya', 'hidup', 'yang', 'perlu', 'ikut', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'perhati', 'dalam', 'atur', 'jadwal', 'dan', 'dosis', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'hindar', 'efek', 'samping', 'atau', 'interaksi', 'obat', 'yang', 'tidak', 'ingin', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'perlu', 'tahu', 'tentang', 'risiko', 'atau', 'komplikasi', 'yang', 'kait', 'dengan', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'instruksi', 'khusus', 'belum', 'guna', 'captopril', 'yang', 'harus', 'ikut']"
about_Catopril,"['apa', 'saja', 'informasi', 'penting', 'yang', 'harus', 'tahu', 'belum', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'tindak', 'cegah', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'captopril', 'untuk', 'pasti', 'aman', 'guna']"
about_Catopril,"['apakah', 'ada', 'riwayat', 'sakit', 'atau', 'kondisi', 'tentu', 'yang', 'harus', 'lapor', 'belum', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'cara', 'optimal', 'efektivitas', 'guna', 'captopril', 'lalu', 'siap', 'yang', 'tepat']"
about_Catopril,"['apa', 'yang', 'harus', 'waspada', 'atau', 'lapor', 'kepada', 'dokter', 'belum', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'langkahlangkah', 'cegah', 'tentu', 'yang', 'harus', 'ikut', 'belum', 'guna', 'captopril']"
about_Catopril,"['apa', 'yang', 'harus', 'perhati', 'dalam', 'hal', 'guna', 'captopril', 'dengan', 'obatobatan', 'atau', 'suplemen', 'lain']"
about_Catopril,"['apakah', 'ada', 'syarat', 'khusus', 'belum', 'guna', 'captopril', 'yang', 'harus', 'penuh']"
about_Catopril,"['bagaimana', 'cara', 'minimal', 'risiko', 'efek', 'samping', 'atau', 'interaksi', 'yang', 'tidak', 'ingin', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'guna', 'captopril', 'untuk', 'pasti', 'aman']"
about_Catopril,"['apakah', 'ada', 'rekomendasi', 'khusus', 'yang', 'harus', 'ikut', 'belum', 'guna', 'captopril']"
about_Catopril,"['apa', 'efek', 'samping', 'umum', 'yang', 'biasa', 'jadi', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'ya', 'efek', 'samping', 'dari', 'konsumsi', 'captropil']"
about_Catopril,"['apakah', 'captropil', 'milik', 'efek', 'samping', 'yang', 'umum']"
about_Catopril,"['apakah', 'captropil', 'timbul', 'efek', 'samping']"
about_Catopril,"['apa', 'saja', 'efek', 'samping', 'dari', 'captropil']"
about_Catopril,"['apasih', 'efek', 'samping', 'dari', 'captropil']"
about_Catopril,"['mau', 'nanya', 'nih', 'apa', 'ya', 'efek', 'samping', 'dari', 'captropil']"
about_Catopril,"['sebut', 'efek', 'samping', 'dari', 'obat', 'captropil']"
about_Catopril,"['apa', 'ya', 'efek', 'samping', 'dari', 'obat', 'captropil']"
about_Catopril,"['jelas', 'efek', 'samping', 'dari', 'obat', 'captropil']"
about_Catopril,"['apa', 'efek', 'samping', 'dari', 'konsumsi', 'captropil']"
about_Catopril,"['efek', 'samping', 'telah', 'konsumsi', 'captropil']"
about_Catopril,"['efek', 'samping', 'yang', 'timbul', 'telah', 'konsumsi', 'obat', 'captropil']"
about_Catopril,"['apa', 'efek', 'samping', 'yang', 'umum', 'jadi', 'saat', 'guna', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'sering', 'jadi', 'akibat', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'efek', 'samping', 'yang', 'biasa', 'muncul', 'saat', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'efek', 'samping', 'yang', 'sering', 'lapor', 'dari', 'guna', 'captopril']"
about_Catopril,"['apakah', 'efek', 'samping', 'yang', 'umum', 'alami', 'saat', 'guna', 'captopril']"
about_Catopril,"['efek', 'samping', 'apa', 'saja', 'yang', 'biasa', 'jadi', 'telah', 'konsumsi', 'captopril']"
about_Catopril,"['apa', 'yang', 'harus', 'perhati', 'kait', 'efek', 'samping', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'sering', 'jadi', 'pada', 'guna', 'captopril']"
about_Catopril,"['apa', 'saja', 'efek', 'samping', 'yang', 'umum', 'timbul', 'akibat', 'guna', 'captopril']"
about_Catopril,"['bagaimana', 'efek', 'samping', 'umum', 'yang', 'biasa', 'alami', 'telah', 'konsumsi', 'captopril']"
about_Catopril,"['apakah', 'ada', 'efek', 'samping', 'yang', 'sering', 'lapor', 'dari', 'guna', 'obat', 'captopril']"
